author,updated_at,like_count,text,video_id,public
@moikhai9510,2024-01-21T19:05:58Z,0,Made in المملكة الشريفة,hWKf1bPSopQ,True
@azedmedina,2024-01-21T18:02:27Z,1,اغزاكم الله و جعلكم في أعماق جهنم وجعلكم من أصحاب النار لعنكم الله و هكدا السينما في المغرب و أعرف ما اقول و جعلني الله من الشاهدين,hWKf1bPSopQ,True
@TheProductAnalyst-zh6js,2024-01-21T12:24:19Z,0,الله ياخذ فيكم الحق الله ياخذ فيكم غادي يعاقبكم الله بهذا المصايب ديالكم المصائب ديالكم انتظروا غضب الله عليكم,hWKf1bPSopQ,True
@fadmachanouni6358,2024-01-21T10:51:01Z,0,حسبي الله  و نعم الوكيل، عشنا في أوربا وما زلنا نخاف الله من سخطه احنا كنحارب على أن أبناءنا يتشبتون بالمحيط  لي كنعيشوا فيه ، اللهم استرنا فوق الارض و  تحت الارض و يوم العرض عليك   🤲🤲,hWKf1bPSopQ,True
@OMOFADOUA,2024-01-20T19:10:56Z,0,لعنة الله عليكما يا سافلات شوها بنا,hWKf1bPSopQ,True
@user-qz6bs5rm3g,2024-01-20T18:34:16Z,0,"انه زمان المثلية الجنسية 
لعنة الله على الدين ديماكم يالقرشلات",hWKf1bPSopQ,True
@fifiel6687,2024-01-19T20:52:27Z,0,الخنز و الزبل اسم على مسمى,hWKf1bPSopQ,True
@rimiluna4514,2024-01-19T19:23:29Z,1,"حسبي الله ونعمه الوكيل 
انا مغربية وهده الاشكال لا تمثلني ولا تمثل امهاتنا ولا اخواتنا ولا عماتنا ولا عاداتنا ولا تقالدينا لا حول ولاقوة الا بالله العلي العظيم",hWKf1bPSopQ,True
@nacer12345,2024-01-19T19:08:29Z,0,"كذب ليسو بمغربيات
انهم كافرات فاسقات",hWKf1bPSopQ,True
@HAKIMKHAL-lz2fv,2024-01-19T16:30:27Z,0,ااه يا مغرب 🤮🤮🤮,hWKf1bPSopQ,True
@dnmahouat170,2024-01-19T15:33:34Z,0,الله ينرل عليكم النعلة,hWKf1bPSopQ,True
@MightyDarkEagle,2024-01-18T19:09:29Z,0,آلله يمسخھم مسخا مبينا بريئون منھم إلى يوم الحساب  اللھ يعطي العقم للأمھات التي تلدن  مثلھن العقم ثم العقم فالعقم ي يا لطيف ماھذھ المشاھد المشينة,hWKf1bPSopQ,True
@saidamo596,2024-01-18T10:34:44Z,0,انا مغربية ةماعرفاش شكون هذ الموسخات قلولي شكون هذ و,hWKf1bPSopQ,True
@mariasava7778,2024-01-17T10:48:01Z,0,"اسم على مسمى
زبل التمتيل",hWKf1bPSopQ,True
@user-me8iq2nr6d,2024-01-16T13:20:40Z,0,الله يدق فيكم لباري,hWKf1bPSopQ,True
@allaho_akbar111,2024-01-15T15:43:27Z,0,لاحولة ولاقوة إلابالله العلي العظيم اللهم إن هاذا منكر,hWKf1bPSopQ,True
@user-ni8tt6ul8r,2024-01-15T11:17:14Z,0,"حسبنا الله ونعم وكيل  ايش من وقحه
هاذه",hWKf1bPSopQ,True
@khanorimohamed8255,2024-01-15T09:03:10Z,0,نحن كمغاربة تتبرأ من هؤلاء العاهرات او مومسات زنقة كوردا .ومن وزارة التقافة القوادة لكبيرة وقنوات الصرف الصحي,hWKf1bPSopQ,True
@user-ki9pc5bp1f,2024-01-14T16:57:28Z,0,حسبي الله ونعم الوكيل,hWKf1bPSopQ,True
@samkass6821,2024-01-14T16:16:13Z,0,الله يرحمك عليها استاذي لكل امرئ حظ من اسمه ومولات الفضيحة كنيتها زبال فعلا اكبر زبالة الاشهار بالسحاقية,hWKf1bPSopQ,True
@TARIK_Zyad,2024-01-14T12:38:28Z,0,مازال عفنهم يتدفق ...,hWKf1bPSopQ,True
@user-wr9di8yg4e,2024-01-13T18:33:17Z,0,"حسبنا الله ونعم الوكيل 
الله ينتقم منهن 
اللهم انا نبرأ إليك مما فعلن من هذا الفعل الشنيع والذي يوحي للنشئ في البلدان الاسلاميه بالحضاره والتقدم والرقي لافساد الامم والنشيئ الذي تربى على العادات والتقاليد وشرايع الدين السمحه لينشأ لنا جيل قادم اخلاقه وتصرفاته ليس بعيدا عن هذه التصرفات فالحافظ الله 

اللهم ارنا فيهن عجائب قدرتك ... 
وينبغي علينا مقاطعتهن ومقاطعة منتجاتهن وافلامهم التي تحث على الانتكاس في الفطره والعري 

حسبنا الله ونعم الوكيل",hWKf1bPSopQ,True
@user-zu5vl2hy2c,2024-01-13T16:44:41Z,0,حسبنا الله ونعم الوكيل,hWKf1bPSopQ,True
@HananMab-ex1qv,2024-01-13T15:01:07Z,0,يقولون عنه فن ،بل هو عفن وقذاره يريدون نشر الفحش والعهر ،اتقو الله ،,hWKf1bPSopQ,True
@mercedesamg5332,2024-01-13T11:09:04Z,0,ملك حساس، ينتج شعب أغلبيتهم حساس، حشا لي ما يستهلهاش,hWKf1bPSopQ,True
@MohamedAlam-gn3zf,2024-01-12T18:12:39Z,0,اشغانكوليكم لعنة الله عليكم بحال مثالكوم حسن تبقاو نيت فبلاد الغرب,hWKf1bPSopQ,True
@azizabouasria3128,2024-01-12T12:46:30Z,0,حسبنا الله ونعم الوكيل فيهم,hWKf1bPSopQ,True
@HatijiHatijii-dj1sm,2024-01-11T12:58:10Z,0,فاسقات عاهرات لايمثلن كل النساء ، يمثلن شخصيتهن ، لعنة الله عليهن .,hWKf1bPSopQ,True
@carlacarla2803,2024-01-11T12:55:04Z,0,"زعما راكوم واعرات راكوم عاجبكوم الحال حاسين براسكوم طوب.
واخا تجيبلي المال البشرية جمعاء لن لترك العفاف و الحياء في ديني و عرضي.
وانتن الا 🤮🤮🤮",hWKf1bPSopQ,True
@ryankasbaoui3782,2024-01-11T04:33:04Z,0,ضاربهم شي  راجل مغربي معقدهم,hWKf1bPSopQ,True
@SakinFantom-vk6vs,2024-01-11T00:39:22Z,0,اشهار للمتلية.,hWKf1bPSopQ,True
@user-kp9ht2py6o,2024-01-10T18:10:18Z,0,واذا مغربية ،هي تمتل نفسها ،لا تزيد ولا تنقص مننا اصلا مكنعرفوهاش اول مرة عرفوها وهي محسوبا على فرنسا مرحاض اروبا,hWKf1bPSopQ,True
@samirap6022,2024-01-10T18:02:49Z,0,لخنز ولعفن,hWKf1bPSopQ,True
@medamine4359,2024-01-10T08:50:20Z,0,ليس هناك مغربي جزائري ليبي يوجد انسان مسلم او غير ذلك نحن كمسلمين نتبرأ من هذه الاشكال,hWKf1bPSopQ,True
@loubnamalak,2024-01-10T01:01:02Z,0,اويلي مصورين نصاره حشموا  في بلاصتنا ههههههه,hWKf1bPSopQ,True
@abdallahabdou3952,2024-01-10T00:00:55Z,0,"ههههههههه ههههههههه 
و باغيين الشتاء تصب",hWKf1bPSopQ,True
@user-fm2iv8fo6f,2024-01-09T15:20:21Z,0,حسبي الله ونعم الوكيل في هذه الصاق,hWKf1bPSopQ,True
@hananemajdou5264,2024-01-09T14:39:06Z,0,لاحول ولاقوة الابالله العلي,hWKf1bPSopQ,True
@ZAIDSBAISS,2024-01-09T13:47:55Z,0,إسم على مسمى الزبل,hWKf1bPSopQ,True
@nabilalaaribi1310,2024-01-08T17:52:46Z,0,الله يعطيكم المسخ قد ما أنتم ممسوخين شوهتونا الدعوة بكم لله,hWKf1bPSopQ,True
@bolbolinfosec1376,2024-01-08T16:08:16Z,0,انا عجبتني اللقطة هههههههههههه😘,hWKf1bPSopQ,True
@oumakouzer2094,2024-01-07T14:45:05Z,0,Awiliiiiiiii,hWKf1bPSopQ,True
@abcdabc4827,2024-01-07T00:38:39Z,0,قبلة ديال الحوا الحوا الحوا,hWKf1bPSopQ,True
@kecemhakik762,2024-01-06T23:44:38Z,1,اللهم لا تعذبنا بما فعل السفهاء منا.,hWKf1bPSopQ,True
@moulayhichamhachami6853,2024-01-06T23:19:32Z,0,"جميع الممثلات إلا من رحم ربي وأصبحن خارج  شاشات السينما والتلفاز وهمشن ، لأنهن رفضن من البداية كل استغلال للأنثى في الترويج الى الإنحطاط الخلقي قد يصل إلى تنفيد مخططات ماسونية ، مخفية بقفطان مغربي او جلاباب مغربي.
لاتدنسن ثقافتنا وتراثنا وتقاليدنا...",hWKf1bPSopQ,True
@moulayhichamhachami6853,2024-01-06T23:15:00Z,0,لعنة الله على كل من إندس وراء مبررات واهية بإسم الأخوة ، حتى ابنائنا لايصح أن نقبلهم في فمهم، هدا حق أريد به باطل ،,hWKf1bPSopQ,True
@yassinebobker1691,2024-01-06T23:11:16Z,1,النوع الذي لايطفا شهوتها الا الحمار 😂,hWKf1bPSopQ,True
@user-zi6un4pe6s,2024-01-06T22:20:31Z,0,🇲🇦🏳️‍🌈🇲🇦🏳️‍🌈🇲🇦🏳️‍🌈🇲🇦🏳️‍🌈🇲🇦🇲🇫,hWKf1bPSopQ,True
@user-zi6un4pe6s,2024-01-06T22:19:53Z,0,عادي في المغرب فلا تستغرب هن ممثلات الأفلام الإباحية في موراكش,hWKf1bPSopQ,True
@chaimaelirelecoron8686,2024-01-06T21:48:39Z,0,تفووووووووووووووووووووووووووو     روعونيييييييييي,hWKf1bPSopQ,True
@ismailalaia,2024-01-06T19:18:32Z,0,المووووغريييييب، المروكيات كل يعطو ملخر هههههه,hWKf1bPSopQ,True
@user-ou6ru3qv6r,2024-01-06T14:43:26Z,0,فل نحارب متل هته نمادج,hWKf1bPSopQ,True
@user-ou6ru3qv6r,2024-01-06T14:43:08Z,0,لا حولة ولاقوة  الابالله,hWKf1bPSopQ,True
@user-pb1gl4lw5q,2024-01-06T12:02:18Z,0,إنها ليست بمغربية بل تنتمي إلى دولة بوزبال,hWKf1bPSopQ,True
@khadijaassim679,2024-01-06T10:08:20Z,0,فاسقات صلقوطات  على الهواء 😂😂😂😂😂😂😂😂😂,hWKf1bPSopQ,True
@hassanazizi6625,2024-01-06T09:40:26Z,0,ملعونات,hWKf1bPSopQ,True
@alvaromorata7308,2024-01-06T03:48:39Z,0,القصة واضحة لا تحتاج الى تحليل ..شاذات جنسيا وارادا ابراز ذلك امام الغرب لتستفيدا من الرعاية والاهتمام,hWKf1bPSopQ,True
@user-de2ub8ff1j,2024-01-05T19:52:38Z,0,أولا  ليس لدينا فن في المغرب  لدينا عفن فقط     وتفلت  عندنا متفلتات  مثل الفسقتان   هذان فقط,hWKf1bPSopQ,True
@horyakarim9088,2024-01-04T22:43:16Z,0,حسبنا الله ونعم الوكيل فيمن ينشر الفسق والرذائل ويستحلها علنا,hWKf1bPSopQ,True
@Med732,2024-01-04T21:18:45Z,0,أعوذ بالله من السحاقيات,hWKf1bPSopQ,True
@user-nm4lu5jv2r,2024-01-04T19:49:20Z,0,المغرب بري من,hWKf1bPSopQ,True
@OmarOmar-us1tx,2024-01-04T17:44:23Z,1,"تحليل من🇩🇿 لايوجد فساد بريء  بل اكاد اجزم انهم قبضو ثمن لفعلتهم لتسويق العهر الغربي الى المجتمعات العربية المحافظة يجب على كل عربي ان لايسمح بمثل هذه الفعال كل على حسب قدرته ولو بكلمة لأن ابناءنا وبناتنا في خطر وويل لمن يساعد على افساد المجتمعات العربية 
فعل يحرض ويشجع المثلية بانواعها  
لنا الله في زماننا هذا  في كل البلاد العربية المسلمة من شرقها لغربها لن نرى النور حتى نرجع لدين الله وسنة رسوله الحبيب ونكون كالجسد الواحد والا سنكون كما نرى اليوم شتتو الشعوب وسايشتتون الاسر والبلدان  
نحن اليوم مسؤولون اكثر من ذي قبل لتوعية ابناءنا كل في بيته والا سنكون اردل البشر سلام مني لكل حر يفهم ماتعنيه كل كلمة اينما كان فليكن عربيا مسلما يحب الحق.",hWKf1bPSopQ,True
@user-uk1rl2zk2y,2024-01-04T16:01:37Z,0,الله يلعنكم. 🙄 اما المغربيات الحرات مادايرينش هادشي,hWKf1bPSopQ,True
@user-kd5vv6jk5g,2024-01-04T12:14:18Z,0,الراضي رضت على الزبال.....وكلاهما في سلة  الازبال....,hWKf1bPSopQ,True
@drissned9137,2024-01-04T08:09:15Z,0,"الزبال اسم على مسمى
المغربيات شريفات❤
حتى ولو ابتلينا. 
حرات
حتى ولو اجبرن.
هؤلاء نحن المغاربة نبرأ  وتتبرأ منهن نساء المغرب.
اللهم انصر غزة على الصهاينة وانزل عليهم سكينتك
عذرا غزة.😢",hWKf1bPSopQ,True
@user-gj8gj6cx1f,2024-01-04T07:44:05Z,0,نعم هذه السلوكات اللامسؤولة تفضح قذارة هؤلاء الناس و مدى انحطاطهم.. ادفع أكثر انحط أكثر.. هذه اللقطة التي تبدو طبيعية هي لقطة مبرمجة ومدفوعة و مُتفاهم عليها بالمال الكثير لان أهدافها كبيرة في افساد المجتمع.. هنيئا لهما لكنهما لا يمثلان المغرب والمجتمع المغربي بتاتا,hWKf1bPSopQ,True
@elghalibelgourch5067,2024-01-04T07:40:48Z,0,لاحول ولاقوة الابالله العلي العظيم  لعنة الله على هذا الموقف المقزز  :التفووووووو,hWKf1bPSopQ,True
@user-bx2uk1vd2o,2024-01-03T19:50:57Z,0,نعلة الله عليهم حسبنا الله ونعم الوكيل 😱,hWKf1bPSopQ,True
@user-sd7vu6wx1u,2024-01-03T15:47:49Z,0,شعب منحرف الا مارحم ربي,hWKf1bPSopQ,True
@simoachlhi1332,2024-01-02T22:30:30Z,0,😢سمعت بها مدى أنتم لستم منا  لا هادوا باينين طاسا وقرطاسا نيفوا طالع لا قوة إلا بالله حرام والصحافة  فتنة إلا أين داهبون  والمصورون  إنكم إليه راجعون,hWKf1bPSopQ,True
@olaslos8602,2024-01-02T13:58:15Z,0,قر ف وقذ.    ارةً,hWKf1bPSopQ,True
@nadiatitich8935,2024-01-01T20:33:52Z,0,😮😮,hWKf1bPSopQ,True
@tawada2422,2024-01-01T19:58:55Z,0,حسبي الله ونعم الوكيل,hWKf1bPSopQ,True
@yassinedaraaoui1062,2024-01-01T13:30:23Z,0,الحازق ملي كينسا التلاسق كيولي محلق,hWKf1bPSopQ,True
@TheDS66,2024-01-01T13:28:28Z,0,🤮🤮🤮🤮🤮,hWKf1bPSopQ,True
@badrkernaoui7078,2024-01-01T11:36:32Z,0,العنة الله عليكم,hWKf1bPSopQ,True
@user-sd9oc4oo7t,2023-12-31T22:41:09Z,0,كل بيوت الدعارة بالمغرب عندهم عادي هم وحكومتهم,hWKf1bPSopQ,True
@user-sd9oc4oo7t,2023-12-31T22:40:23Z,0,هذه هي المغرب بلد القبح والعهر والكفر والفقر,hWKf1bPSopQ,True
@user-zp1kr7sk7c,2023-12-31T19:38:16Z,0,المغاربة بريؤون منكن ايتها الفاسقات,hWKf1bPSopQ,True
@boudiabsamia7534,2023-12-30T23:04:41Z,0,حسبنا الله ونعم الوكيل 🤦🏻‍♀️ من هده الفاسقة تفو,hWKf1bPSopQ,True
@yeromori1525,2023-12-30T22:27:01Z,0,اش هد المنكر.  ياربي تلطف بينا.,hWKf1bPSopQ,True
@user-ph5pf3th7h,2023-12-30T21:26:15Z,0,مسكين لم يجدوا رجال فنتقموا من أنفسهم,hWKf1bPSopQ,True
@user-ph5pf3th7h,2023-12-30T21:24:30Z,0,حسبنا الله ونعمة الوكيل الصحافة الأجنبية إنصدمت لهذا المشهد,hWKf1bPSopQ,True
@mariaabdelmoutaleb7756,2023-12-30T11:21:59Z,0,عادي البنات يبوسو بعضياتهم وراها ما كتكونش فيها إيحاءات جنسية. غير الذكور كيخليو أي حاجة فيها إيحاءات جنسية، الوجود ديالك بحد ذاتو إيحاءات جنسية. عادي أنا وصاحبتي شي مرة كنبغي نعنقها ونبوسها كتجي بوحدها وكنبوسو فالفم ماشي كنبقاو نزعلكو باللسان و دكشي ههههه,hWKf1bPSopQ,True
@AG-gv6xk,2023-12-30T04:40:21Z,0,وعععع,hWKf1bPSopQ,True
@user-tu9wy8lr7l,2023-12-29T22:06:45Z,0,تفو تفو تفو على وسخ القحاب المثليات,hWKf1bPSopQ,True
@Raouf7_,2023-12-29T20:42:22Z,0,لا للتعميم فالمرأة المغربية بريئة من هتان الفاسقتان النساء في المغرب شريفات ليس مثل من يسكنون اوروبا او اللواتي في الخليج,hWKf1bPSopQ,True
@berramehdi8900,2023-12-29T15:06:25Z,0,لا حول ولا قوة الا بالله العلي العظيم,hWKf1bPSopQ,True
@marfouktarik573,2023-12-29T10:12:18Z,0,ماحشمتو الله ينزل عليكم نعله  تفووووو قحبات,hWKf1bPSopQ,True
@chouaibmsam3i22,2023-12-29T03:36:29Z,1,البرائة قررت تعتزل,hWKf1bPSopQ,True
@yassineyassine2957,2023-12-28T22:06:20Z,0,تفو وووو و خانزات 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,hWKf1bPSopQ,True
@khadijanawrass,2023-12-28T16:34:31Z,0,اصبحنا نعيش بين اقوام ونماذج بشرية فاقت الاقوام اللتي ذكرت في القران فسادا ومنكرا وجاهلية........😮,hWKf1bPSopQ,True
@KhadijaEddahbi-uw3vt,2023-12-28T06:04:24Z,0,نعم هناك عامل لفت الانظار اما الباقي فالله اعلم به,hWKf1bPSopQ,True
@saadiaaalaoui5487,2023-12-28T01:35:29Z,0,تفو ...جابو ليا التقيا,hWKf1bPSopQ,True
@benmo7263,2023-12-27T22:52:35Z,0,كايقولو لدوك الخنازير لي كايصورو فيهم قبلو علينا هاحنا ولينا فاسقات (قال تعالى لن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم صدق الله العظيم),hWKf1bPSopQ,True
@tarikchaatani8967,2023-12-27T18:38:19Z,0,كيديرو أفلام إباحية,hWKf1bPSopQ,True
@tarikchaatani8967,2023-12-27T18:37:42Z,0,أخيب ممثلة وأكرف ممثلة تفووووووو,hWKf1bPSopQ,True
@rachidoulahcen2415,2023-12-27T15:52:58Z,0,اسم على مسمى لبنى الزبال,hWKf1bPSopQ,True
@abdelilahmerttab4160,2023-12-27T09:26:59Z,0,وا تسناو دابا الشتى طيح ....اللهم لا تؤاخدنا بما فعله السفهاء منا,hWKf1bPSopQ,True
@najatzerhouni693,2023-12-27T09:22:29Z,0,ها علاش الشتاء ما صباتش  حتى حنا كنتعاقبو معاكم الله ينزل عليكم اللعنة,hWKf1bPSopQ,True
@alibouguettaya6179,2023-12-27T01:33:13Z,0,هؤلايء حثالة  المجتمع,hWKf1bPSopQ,True
@bouchaibkartal148,2023-12-25T20:42:32Z,0,مسخات تفو,hWKf1bPSopQ,True
@WedyanAlsayadahmad-vg5lw,2023-12-25T08:05:36Z,10,انا سورية وعندي صديقتين مغربيات من أرقى الناس الي عرفتهم وتشرفت بوجودهم معي,hWKf1bPSopQ,True
@medssani5277,2023-12-25T01:56:52Z,0,جميع تلك الكاميرات من اجل القبلة,hWKf1bPSopQ,True
@rachidfreebird366,2023-12-24T17:20:50Z,0,"Zabbal? Yes two trashy bags, ( bghayt ligom mossiba)",hWKf1bPSopQ,True
@YoussefHachimi-uc2yc,2023-12-24T14:26:54Z,0,"أستغفر الله العظيم 😢😢
عيب أو عاأاااار",hWKf1bPSopQ,True
@user-rl4rc3yl4g,2023-12-23T16:00:12Z,0,نعلت الله عليكم إلا اليوم الدين شوهتو المغرب,hWKf1bPSopQ,True
@MrSamiussef,2023-12-23T14:32:17Z,1,"هذه قبلة بين وسختين جرثومتين كلبتين نكرتين أرادتا أن تفعلا""البووووز"" لا غير",hWKf1bPSopQ,True
@MrBuaziz,2023-12-22T22:00:22Z,0,شنو هالحثالة اعوذ بالله من تصرفاتهم ومجاهرة بالمعصية ! غير مقبول,hWKf1bPSopQ,True
@yacinematrouh6970,2023-12-22T17:45:27Z,0,لعنة الله عليها وعلى كل من يفعل مثلهما ويدعو اليه وينشره ،ايا كانت جنسيته او ديانته,hWKf1bPSopQ,True
@toufikakrifalla8933,2023-12-22T14:17:11Z,1,هذه بلوى اصيبت بها نساء العرب. الفتنة و قلة التربية,hWKf1bPSopQ,True
@zrad5241,2023-12-22T00:21:27Z,0,علاش شعب مينوض يدير شي ثورة ضد هذا الفساد علاش المراكشيين ابناء الدعارة حتى واحد مناض ضد مهرجان السينما لكان عامر بالمثلية علاش هذه السياحة الجنسية لماذا لا ننتفظ في وجه  حكومة الدعارة,hWKf1bPSopQ,True
@abdelkrimattoug9072,2023-12-21T21:54:29Z,0,العاهرات لا حياء لهن  ليس لهن وازع ديني يجبرهن على الاحلى بالأخلاق الفاضلة و حسن التربية,hWKf1bPSopQ,True
@amarbouzgou391,2023-12-21T09:38:24Z,0,اين المسؤولين من اجل النهي عن المنكر  حسينا الله  ونعمل الوكيل,hWKf1bPSopQ,True
@fatimadeddi7422,2023-12-20T22:18:30Z,0,حسبي الله ونعم الوكيل فيهم.,hWKf1bPSopQ,True
@khadijaaad4606,2023-12-20T21:53:54Z,0,معفونات🤮🤮,hWKf1bPSopQ,True
@user-ib9lm8lj9q,2023-12-20T20:27:09Z,0,احرقوهن. 😢قبل التكار نصيحت يماني 🇾🇪🇾🇪🇾🇪🇾🇪,hWKf1bPSopQ,True
@fatimazahrahoussini828,2023-12-20T19:41:57Z,0,إسمها الزبال  هاذا يكفي,hWKf1bPSopQ,True
@mohqnadfgf2634,2023-12-20T17:41:51Z,0,هههههه لبلاد زملات,hWKf1bPSopQ,True
@TARIKERRADOUANI-cv4se,2023-12-20T13:14:33Z,0,أتعجب من أين لهن هذه الجرأة انهن يخدشن الحياء والذوق العام ويجب ابعادهن عن تمثيل المغرب وتشويه صورته وديانته المحافظة,hWKf1bPSopQ,True
@khalilkhalid3762,2023-12-19T19:54:01Z,0,شكون مازال كيتفرج فهاد لوسخ,hWKf1bPSopQ,True
@user-zd4dc8pk4y,2023-12-19T14:55:35Z,0,الله يهدي هاد الجزائريات,hWKf1bPSopQ,True
@kaoutar.ka13,2023-12-19T12:05:07Z,0,ممثلة خانزة معفونة وسخة نحن كامة إسلامية ديننا الإسلام نتبرأ منها و ليس منا,hWKf1bPSopQ,True
@f_1925moslima,2023-12-19T09:37:27Z,1,الشعب المغربي المسلم الحر الشريف بريء من هؤلاء الفاسدات...ربي يهدي ما خلق,hWKf1bPSopQ,True
@youssefhammoudi4847,2023-12-19T09:12:11Z,0,لاحول ولاقوة الا بالله. أللهم قنا شر المنحرفين الشواذ,hWKf1bPSopQ,True
@houdasouiher7125,2023-12-19T08:40:16Z,0,لقبها الزبال واش تستناو منها اكثر من الزبل,hWKf1bPSopQ,True
@laksiryousra5577,2023-12-19T08:21:47Z,0,لا زين لا مجي بكري الله  يستر,hWKf1bPSopQ,True
@user-cr5zb2go4g,2023-12-18T11:10:07Z,0,"فين هاد الدولة الاسلامية فين هاد امير المؤمنين 
دولة الفسق والرذيلة والفساد 
المغرب رجع دولة لبيرالية  مكين لا اسلام لا والو 
وحتى الشعب زكو بارك وناعس فدار غفلون",hWKf1bPSopQ,True
@INANews,2023-12-18T08:52:43Z,0,allah ya3tihom lmsekh,hWKf1bPSopQ,True
@user-ux9dw3rb7w,2023-12-17T22:28:43Z,0,المغرب في تقدم ملحوظ نحو الهاوية٠,hWKf1bPSopQ,True
@ChnikaYsf-px7jd,2023-12-17T19:55:36Z,0,المتلية الجنسية في ابها حللها حسبا الله ونعم الوكيل فيكم نطالب الدولة التدخل واعتقال هاتين الفاسدتين,hWKf1bPSopQ,True
@user-fy5bq4lz3i,2023-12-16T19:08:30Z,0,الله ينتقم منكم حسبنا الله ونعم الوكيل غير سترو راسكم اشمن قبلة بريئة ختك بنت مك وباك وممنوع تبوسيها هكاك في فمها تفو حيونات قلالين ترابي,hWKf1bPSopQ,True
@smartgame2565,2023-12-15T22:23:19Z,0,اللهم لا تحاسبنا بما يفعله السفهاء والمنافقون منا,hWKf1bPSopQ,True
@haristof6264,2023-12-15T01:58:47Z,0,شوف الكنيات جاو مع بعضهم الرضى بالزبل,hWKf1bPSopQ,True
@chaimaeoumrim5792,2023-12-14T23:37:01Z,0,دبا هاد الموسخات خصوم لي يعاودلوم بترابي شهاد قلة الحياء نهاد درجة وصلنا وماشي كتجسد شخصية لا عادي امام ملاء الله ينقي المغرب منهم كنت كنتفرج في نسرين دبا مبقاش نتفرج شي مسلسل ولا فيلم ديالها راه قبلة بين الام والاطفال من فم ممنوعة فما بالك الغرباء قالك بريئة,hWKf1bPSopQ,True
@ahmedouaziz2973,2023-12-14T11:45:13Z,0,بوزبال شكون شاف فيه كيخدو من الغرب غير لوسخ أما شي حاجة لتفيد المجتمع مكيناش,hWKf1bPSopQ,True
@kamelrebai,2023-12-14T08:23:57Z,0,"لاحول ولاقوة إلا بالله العلي العظيم رب العرش العظيم وأتوب إليه 
نساء وبنات المغرب المسلم شريفات وعفيفات 
لاكن هاذم باعوا شرفهم هاذا إذا كان عندهم شرف أصلا لي الصهيوماسونية من أجل حفنة من المال الفاسد",hWKf1bPSopQ,True
@artcom.culturenaitbouhou1691,2023-12-13T23:15:49Z,0,الى ما خرجتي من هويتك لن تستقبلك كان.,hWKf1bPSopQ,True
